18, 612, 1400, 788, 567, 27, BV, 181, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40198_181_gnrtd_1718090095.pdf
3, 331, 500, 168, 319, 10, BV, 407, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_41738_407_gnrtd_1718105234.pdf
15, 687, 1600, 898, 653, 34, BV, 51, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40198_51_gnrtd_1718005376.pdf
5, 206, 500, 289, 194, 12, BV, 453, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_42183_453_gnrtd_1718005940.pdf
10, 157, 300, 143, 133, 14, BV, 431, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_41943_431_gnrtd_1718119470.pdf
3, 625, 1600, 975, 602, 20, BV, 104, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40198_104_gnrtd_1718107918.pdf
17, 573, 1200, 627, 536, 20, BV, 39, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40198_39_gnrtd_1718087258.pdf
1, 294, 400, 105, 277, 17, BV, 463, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_42307_463_gnrtd_1718094043.pdf
5, 498, 1800, 1297, 470, 28, BV, 225, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40278_225_gnrtd_1718095658.pdf
6, 382, 600, 212, 356, 26, BV, 408, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_41738_408_gnrtd_1718101999.pdf
2, 876, 1500, 622, 859, 17, BV, 176, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40198_176_gnrtd_1718104632.pdf
19, 567, 1400, 821, 531, 29, BV, 33, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40198_33_gnrtd_1718020356.pdf
1, 471, 1700, 1228, 430, 41, BV, 220, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40278_220_gnrtd_1718183952.pdf
3, 586, 903, 314, 546, 40, BV, 442, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_42058_442_gnrtd_1718121442.pdf
1, 153, 250, 96, 140, 13, BV, 365, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_41177_365_gnrtd_1718089785.pdf
5, 883, 1900, 1017, 854, 24, BV, 152, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40198_152_gnrtd_1718091120.pdf
1, 625, 1300, 675, 590, 34, BV, 269, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bv_40367_269_gnrtd_1718088063.pdf
2, 269, 460, 189, 259, 10, BZ, 257, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bz_47079_257_gnrtd_1718021842.pdf
2, 783, 1500, 715, 759, 24, BZ, 51, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bz_44818_51_gnrtd_1717996699.pdf
5, 1177, 1980, 798, 1088, 89, BZ, 387, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bz_49849_387_gnrtd_1718049861.pdf
4, 110, 191, 77, 106, 4, BZ, 356, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bz_49313_356_gnrtd_1717983532.pdf
15, 698, 1800, 1102, 662, 21, BZ, 14, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_bz_44818_14_gnrtd_1718046900.pdf
2, 957, 2127, 1170, 945, 10, CJ, 177, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_cj_54975_177_gnrtd_1718090124.pdf
1, 156, 246, 90, 142, 13, CJ, 429, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_cj_57449_429_gnrtd_1718095335.pdf
1, 696, 1651, 955, 661, 34, CJ, 93, https://prezenta.roaep.ro/locale09062024/data/shared/sicpv/partial/pv_eup_sv_cj_54975_93_gnrtd_1718089770.pdf
